Position in MW485042_human_KEN_2019_KLF-HAstV2-005-2, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
4345,0,1,0,1,0
4347,0,1,0,1,0
4349,0,1,0,1,0
4351,0,1,0,1,0
4353,0,1,0,1,0
4355,0,1,0,1,0
4357,0,1,0,1,0
4359,0,1,0,1,0
4361,0,1,0,1,0
4363,0,1,0,1,0
4365,0,1,0,1,0
4367,0,1,0,1,0
4369,0,1,0,1,0
4371,0,1,0,1,0
4373,0,1,0,1,0
4375,0,1,0,1,0
4377,0,1,0,1,0
4379,0,1,0,1,0
4381,0,1,0,1,0
4383,0,1,0,1,0
4385,0,1,0,1,0
4387,0,1,0,1,0
4389,0,1,0,1,0
4391,0,1,0,1,0
4393,0,1,0,1,0
4395,0,1,0,1,0
4397,0,1,0,1,0
4399,0,1,0,1,0
4401,0,1,0,1,0
4403,0,1,0,1,0
4405,0,1,0,1,0
4407,0,1,0,1,0
4409,0,1,0,1,0
4411,0,1,0,1,0
4413,0,1,0,1,0
4415,0,1,0,1,0
4417,0,1,0,1,0
4419,0,1,0,1,0
4421,0,1,0,1,0
4423,0,1,0,1,0
4425,0,1,0,1,0
4427,0,1,0,1,0
4429,0,1,0,1,0
4431,0,1,0,1,0
4433,0,1,0,1,0
4435,0,1,0,1,0
4437,0,1,0,1,0
4439,0,1,0,1,0
4441,0,1,0,1,0
4443,0,1,0,1,0
4445,0,1,0,1,0
4447,0,1,0,1,0
4449,0,1,0,1,0
4451,0,1,0,1,0
4453,0,1,0,1,0
4455,0,1,0,1,0
4457,0,1,0,1,0
4459,0,1,0,1,0
4461,0,1,0,1,0
4463,0,1,0,1,0
4465,0,1,0,1,0
4467,0,1,0,1,0
4469,0,1,0,1,0
4471,0,1,0,1,0
4473,0,1,0,1,0
4475,0,1,0,1,0
4477,0,1,0,1,0
4479,0,1,0,1,0
4481,0,1,0,1,0
4483,0,1,0,1,0
4485,0,1,0,1,0
4487,0,1,0,1,0
4489,0,1,0,1,0
4491,0,1,0,1,0
4493,0,1,0,1,0
4495,0,1,0,1,0
4497,0,1,0,1,0
4499,0,1,0,1,0
4501,0,1,0,1,0
4503,0,1,0,1,0
4505,0,1,0,1,0
4507,0,1,0,1,0
4509,0,1,0,1,0
4511,0,1,0,1,0
4513,0,1,0,1,0
4515,0,1,0,1,0
4517,0,1,0,1,0
4519,0,1,0,1,0
4521,0,1,0,1,0
4523,0,1,0,1,0
4525,0,1,0,1,0
4527,0,1,0,1,0
4529,0,1,0,1,0
4531,0,1,0,1,0
4533,0,1,0,1,0
4535,0,1,0,1,0
4537,0,1,0,1,0
4539,0,1,0,1,0
4541,0,1,0,1,0
4543,0,1,0,1,0
4545,0,1,0,1,0
4547,0,1,0,1,0
4549,0,1,0,1,0
4551,0,1,0,1,0
4553,0,1,0,1,0
4555,0,1,0,1,0
4557,0,1,0,1,0
4559,0,1,0,1,0
4561,0,1,0,1,0
4563,0,1,0,1,0
4565,0,1,0,1,0
4567,0,1,0,1,0
4569,0,1,0,1,0
4571,0,1,0,1,0
4573,0,1,0,1,0
4575,0,1,0,1,0
4577,0,1,0,1,0
4579,0,1,0,1,0
4581,0,1,0,1,0
4583,0,1,0,1,0
4585,0,1,0,1,0
4587,0,1,0,1,0
4589,0,1,0,1,0
4591,0,1,0,1,0
4593,0,1,0,1,0
4595,0,1,0,1,0
4597,0,1,0,1,0
4599,0,1,0,1,0
4601,0,1,0,1,0
4603,0,1,0,1,0
4605,0,1,0,1,0
4607,0,1,0,1,0
4609,0,1,0,1,0
4611,0,1,0,1,0
4613,0,1,0,1,0
4615,0,1,0,1,0
4617,0,1,0,1,0
4619,0,1,0,1,0
4621,0,1,0,1,0
4623,0,1,0,1,0
4625,0,1,0,1,0
4627,0,1,0,1,0
4629,0,1,0,1,0
4631,0,1,0,1,0
4633,0,1,0,1,0
4635,0,1,0,1,0
4637,0,1,0,1,0
4639,0,1,0,1,0
4641,0,1,0,1,0
4643,0,1,0,1,0
4645,0,1,0,1,0
4647,0,1,0,1,0
4649,0,1,0,1,0
4651,0,1,0,1,0
4653,0,1,0,1,0
4655,0,1,0,1,0
4657,0,1,0,1,0
4659,0,1,0,1,0
4661,0,1,0,1,0
4663,0,1,0,1,0
4665,0,1,0,1,0
4667,0,1,0,1,0
4669,0,1,0,1,0
4671,0,1,0,1,0
4673,0,1,0,1,0
4675,0,1,0,1,0
4677,0,1,0,1,0
4679,0,1,0,1,0
4681,0,1,0,1,0
4683,0,1,0,1,0
4685,0,1,0,1,0
4687,0,1,0,1,0
4689,0,1,0,1,0
4691,0,1,0,1,0
4693,0,1,0,1,0
4695,0,1,0,1,0
4697,0,1,0,1,0
4699,0,1,0,1,0
4701,0,1,0,1,0
4703,0,1,0,1,0
4705,0,1,0,1,0
4707,0,1,0,1,0
4709,0,1,0,1,0
4711,0,1,0,1,0
4713,0,1,0,1,0
4715,0,1,0,1,0
4717,0,1,0,1,0
4719,0,1,0,1,0
4721,0,1,0,1,0
4723,0,1,0,1,0
4725,0,1,0,1,0
4727,0,1,0,1,0
4729,0,1,0,1,0
4731,0,1,0,1,0
4733,0,1,0,1,0
4735,0,1,0,1,0
4737,0,1,0,1,0
4739,0,1,0,1,0
4741,0,1,0,1,0
4743,0,1,0,1,0
4745,0,1,0,1,0
4747,0,1,0,1,0
4749,0,1,0,1,0
4751,0,2,0,1,0
4753,0,2,0,1,0
4755,0,2,0,1,0
4757,0,2,0,1,0
4759,0,2,0,1,0
4761,0,2,0,1,0
4763,0,2,0,1,0
4765,0,2,0,1,0
4767,0,2,0,1,0
4769,0,2,0,1,0
4771,0,2,0,1,0
4773,0,2,0,1,0
4775,0,2,0,1,0
4777,0,2,0,1,0
4779,0,2,0,1,0
4781,0,2,0,1,0
4783,0,2,0,1,0
4785,0,2,0,1,0
4787,0,2,0,1,0
4789,0,2,0,1,0
4791,0,2,0,1,0
4793,0,2,0,1,0
4795,0,2,0,1,0
4797,0,2,0,1,0
4799,0,2,0,1,0
4801,0,2,0,1,0
4803,0,2,0,1,0
4805,0,2,0,1,0
4807,0,2,0,1,0
4809,0,2,0,1,0
4811,0,2,0,1,0
4813,0,2,0,1,0
4815,0,2,0,1,0
4817,0,2,0,1,0
4819,0,2,0,1,0
4821,0,2,0,1,0
4823,0,2,0,1,0
4825,0,2,0,1,0
4827,0,2,0,1,0
4829,0,2,0,1,0
4831,0,2,0,1,0
4833,0,2,0,1,0
4835,0,2,0,1,0
4837,0,2,0,1,0
4839,0,2,0,1,0
4841,0,2,0,1,0
4843,0,2,0,1,0
4845,0,2,0,1,0
4847,0,2,0,1,0
4849,0,2,0,1,0
4851,0,2,0,1,0
4853,0,2,0,1,0
4855,0,2,0,1,0
4857,0,2,0,1,0
4859,0,2,0,1,0
4861,0,2,0,1,0
4863,0,2,0,1,0
4865,0,2,0,1,0
4867,0,2,0,1,0
4869,0,2,0,1,0
4871,0,2,0,1,0
4873,0,2,0,1,0
4875,0,2,0,1,0
4877,0,2,0,1,0
4879,0,2,0,1,0
4881,0,2,0,1,0
4883,0,2,0,1,0
4885,0,2,0,1,0
4887,0,2,0,1,0
4889,0,2,0,1,0
4891,0,2,0,1,0
4893,0,2,0,1,0
4895,0,2,0,1,0
4897,0,2,0,1,0
4899,0,2,0,1,0
4901,0,2,0,1,0
4903,0,2,0,1,0
4905,0,2,0,1,0
4907,0,2,0,1,0
4909,0,2,0,1,0
4911,0,2,0,1,0
4913,0,2,0,1,0
4915,0,2,0,1,0
4917,0,2,0,1,0
4919,0,2,0,1,0
4921,0,2,0,1,0
4923,0,2,0,1,0
4925,0,2,0,1,0
4927,0,2,0,1,0
4929,0,2,0,1,0
4931,0,2,0,1,0
4933,0,2,0,1,0
4935,0,2,0,1,0
4937,0,2,0,1,0
4939,0,2,0,1,0
4941,0,2,0,1,0
4943,0,2,0,1,0
4945,0,2,0,1,0
4947,0,2,0,1,0
4949,0,2,0,1,0
4951,0,2,0,1,0
4953,0,2,0,1,0
4955,0,2,0,1,0
4957,0,2,0,1,0
4959,0,2,0,1,0
4961,0,2,0,1,0
4963,0,2,0,1,0
4965,0,2,0,1,0
4967,0,2,0,1,0
4969,0,2,0,1,0
4971,0,2,0,1,0
4973,0,2,0,1,0
4975,0,2,0,1,0
4977,0,2,0,1,0
4979,0,2,0,1,0
4981,0,2,0,1,0
4983,0,2,0,1,0
4985,0,2,0,1,0
4987,0,2,0,1,0
4989,0,2,0,1,0
4991,0,2,0,1,0
4993,0,2,0,1,0
4995,0,2,0,1,0
4997,0,2,0,1,0
4999,0,2,0,1,0
5001,0,2,0,1,0
5003,0,2,0,1,0
5005,0,2,0,1,0
5007,0,2,0,1,0
5009,0,2,0,1,0
5011,0,2,0,1,0
5013,0,2,0,1,0
5015,0,2,0,1,0
5017,0,2,0,1,0
5019,0,1,0,1,0
5021,0,1,0,1,0
5023,0,1,0,1,0
5025,0,1,0,1,0
5027,0,2,0,1,0
5029,0,2,0,1,0
5031,0,1,0,1,0
5033,0,1,0,1,0
5035,0,1,0,1,0
5037,0,1,0,1,0
5039,0,2,0,1,0
5041,0,2,0,1,0
5043,0,2,0,1,0
5045,0,2,0,1,0
5047,0,2,0,1,0
5049,0,1,0,1,0
5051,0,2,0,1,0
5053,0,2,0,1,0
5055,0,1,0,1,0
5057,0,1,0,1,0
5059,0,1,0,1,0
5061,0,1,0,1,0
5063,0,1,0,1,0
5065,0,1,0,1,0
5067,0,1,0,1,0
5069,0,1,0,1,0
5071,0,1,0,1,0
5073,0,1,0,1,0
5075,0,1,0,1,0
5077,0,1,0,1,0
5079,0,1,0,1,0
5081,0,1,0,1,0
5083,0,1,0,1,0
5085,0,1,0,1,0
5087,0,1,0,1,0
5089,0,1,0,1,0
5091,0,1,0,1,0
5093,0,1,0,1,0
5095,0,1,0,1,0
5097,0,1,0,1,0
5099,0,1,0,1,0
5101,0,1,0,1,0
5103,0,1,0,1,0
5105,0,1,0,1,0
5107,0,1,0,1,0
5109,0,1,0,1,0
5111,0,1,0,1,0
5113,0,1,0,1,0
5115,0,1,0,1,0
5117,0,1,0,1,0
5119,0,1,0,1,0
5121,0,1,0,1,0
5123,0,1,0,1,0
5125,0,1,0,1,0
5127,0,1,0,1,0
5129,0,2,0,1,0
5131,0,2,0,1,0
5133,0,2,0,1,0
5135,0,2,0,1,0
5137,0,2,0,1,0
5139,0,2,0,1,0
5141,0,2,0,1,0
5143,0,2,0,1,0
5145,0,1,0,1,0
5147,0,1,0,1,0
5149,0,1,0,1,0
5151,0,1,0,1,0
5153,0,1,0,1,0
5155,0,1,0,1,0
5157,0,1,0,1,0
5159,0,1,0,1,0
5161,0,1,0,1,0
5163,0,1,0,1,0
5165,0,1,0,1,0
5167,0,1,0,1,0
5169,0,1,0,1,0
5171,0,1,0,1,0
5173,0,1,0,1,0
5175,0,1,0,1,0
5177,0,1,0,1,0
5179,0,1,0,1,0
5181,0,1,0,1,0
5183,0,1,0,1,0
5185,0,1,0,1,0
5187,0,1,0,1,0
5189,0,1,0,1,0
5191,0,1,0,1,0
5193,0,1,0,1,0
5195,0,1,0,1,0
5197,0,1,0,1,0
5199,0,1,0,1,0
5201,0,1,0,1,0
5203,1,1,0,1,0
5205,1,1,0,1,0
5207,1,1,0,1,0
5209,1,1,0,1,0
5211,1,1,0,1,0
5213,1,1,0,1,0
5215,1,1,0,1,0
5217,1,1,0,1,0
5219,1,1,0,1,0
5221,1,1,0,1,0
5223,1,1,0,1,0
5225,1,1,0,1,0
5227,1,1,0,1,0
5229,1,1,0,1,0
5231,1,1,0,1,0
5233,1,1,0,1,0
5235,1,1,0,1,0
5237,1,1,0,1,0
5239,1,1,0,1,0
5241,1,1,0,1,0
5243,1,1,0,1,0
5245,1,1,0,1,0
5247,1,1,0,1,0
5249,1,1,0,1,0
5251,1,1,0,1,0
5253,1,1,0,1,0
5255,1,1,0,1,0
5257,1,1,0,1,0
5259,1,1,0,1,0
5261,1,1,0,1,0
5263,1,1,0,1,0
5265,1,1,0,1,0
5267,1,1,0,1,0
5269,1,1,0,1,0
5271,1,1,0,1,0
5273,1,1,0,1,0
5275,1,1,0,1,0
5277,1,1,0,1,0
5279,1,1,0,1,0
5281,1,1,0,1,0
5283,1,1,0,1,0
5285,1,1,0,1,0
5287,1,1,0,1,0
5289,1,1,0,1,0
5291,1,1,0,1,0
5293,1,1,0,1,0
5295,1,2,0,1,0
5297,1,1,0,1,0
5299,1,1,0,1,0
5301,1,1,0,1,0
5303,1,2,0,1,0
5305,1,2,0,1,0
5307,1,2,0,1,0
5309,1,1,0,1,0
5311,1,1,0,1,0
5313,1,1,0,1,0
5315,1,1,0,1,0
5317,1,1,0,1,0
5319,1,1,0,1,0
5321,1,1,0,1,0
5323,1,1,0,1,0
5325,1,1,0,1,0
5327,1,1,0,1,0
5329,1,1,0,1,0
5331,1,1,0,1,0
5333,1,1,0,1,0
5335,1,1,0,1,0
5337,1,1,0,1,0
5339,1,1,0,1,0
5341,1,1,0,1,0
5343,1,1,0,1,0
5345,1,1,0,1,0
5347,1,1,0,1,0
5349,1,1,0,1,0
5351,1,1,0,1,0
5353,1,1,0,1,0
5355,1,2,0,1,0
5357,1,2,0,1,0
5359,1,2,0,1,0
5361,1,1,0,1,0
5363,1,1,0,1,0
5365,1,1,0,1,0
5367,1,2,0,1,0
5369,1,2,0,1,0
5371,1,2,0,1,0
5373,1,2,0,1,0
5375,1,1,0,1,0
5377,1,1,0,1,0
5379,1,1,0,1,0
5381,1,1,0,1,0
5383,1,1,0,1,0
5385,1,2,0,1,0
5387,1,2,0,1,0
5389,1,2,0,1,0
5391,1,2,0,1,0
5393,1,2,0,1,0
5395,1,2,0,1,0
5397,1,2,0,1,0
5399,1,2,0,1,0
5401,1,2,0,1,0
5403,0,2,0,1,0
5405,0,1,0,1,0
5407,0,1,0,1,0
5409,0,1,0,1,0
5411,0,1,0,1,0
5413,0,1,0,1,0
5415,0,1,0,1,0
5417,0,1,0,1,0
5419,0,1,0,1,0
5421,0,1,0,1,0
5423,0,1,0,1,0
5425,0,1,0,1,0
5427,0,1,0,1,0
5429,0,1,0,1,0
5431,0,1,0,1,0
5433,0,1,0,1,0
5435,0,1,0,1,0
5437,0,1,0,1,0
5439,0,2,0,1,0
5441,0,2,0,1,0
5443,0,2,0,1,0
5445,0,2,0,1,0
5447,0,2,0,1,0
5449,0,2,0,1,0
5451,0,2,0,1,0
5453,0,2,0,1,0
5455,0,2,0,1,0
5457,0,2,0,1,0
5459,0,2,0,1,0
5461,0,2,0,1,0
5463,0,2,0,1,0
5465,0,2,0,1,0
5467,0,2,0,1,0
5469,0,2,0,1,0
5471,0,2,0,1,0
5473,0,2,0,1,0
5475,0,2,0,1,0
5477,0,2,0,1,0
5479,0,2,0,1,0
5481,0,2,0,1,0
5483,0,2,0,1,0
5485,0,2,0,1,0
5487,0,2,0,1,0
5489,0,2,0,1,0
5491,0,2,0,1,0
5493,0,2,0,1,0
5495,0,2,0,1,0
5497,0,2,0,1,0
5499,0,2,0,1,0
5501,0,2,0,1,0
5503,0,2,0,1,0
5505,0,1,0,1,0
5507,0,1,0,1,0
5509,0,1,0,1,0
5511,0,2,0,1,0
5513,0,2,0,1,0
5515,0,2,0,1,0
5517,0,2,0,1,0
5519,0,2,0,1,0
5521,0,2,0,1,0
5523,0,2,0,1,0
5525,0,2,0,1,0
5527,0,2,0,1,0
5529,0,2,0,1,0
5531,0,2,0,1,0
5533,0,2,0,1,0
5535,0,2,0,1,0
5537,0,2,0,1,0
5539,0,2,0,1,0
5541,0,2,0,1,0
5543,0,1,0,1,0
5545,0,1,0,1,0
5547,0,1,0,1,0
5549,0,1,0,1,0
5551,0,1,0,1,0
5553,0,2,0,1,0
5555,0,2,0,1,0
5557,0,2,0,1,0
5559,0,2,0,1,0
5561,1,2,0,1,0
5563,1,2,0,1,0
5565,1,2,0,1,0
5567,1,2,0,1,0
5569,1,2,0,1,0
5571,1,2,0,1,0
5573,1,2,0,1,0
5575,1,2,0,1,0
5577,1,2,0,1,0
5579,1,2,0,1,0
5581,1,2,0,1,0
5583,1,1,0,1,0
5585,1,1,0,1,0
5587,1,1,0,1,0
5589,1,1,0,1,0
5591,1,1,0,1,0
5593,1,1,0,1,0
5595,1,1,0,1,0
5597,1,1,0,1,0
5599,1,1,0,1,0
5601,1,1,0,1,0
5603,1,1,0,1,0
5605,1,2,0,1,0
5607,1,2,0,1,0
5609,1,2,0,1,0
5611,1,2,0,1,0
5613,1,2,0,1,0
5615,1,2,0,1,0
5617,1,2,0,1,0
5619,1,2,0,1,0
5621,1,2,0,1,0
5623,1,2,0,1,0
5625,1,2,0,1,0
5627,1,2,0,1,0
5629,1,2,0,1,0
5631,1,2,0,1,0
5633,1,2,0,1,0
5635,1,2,0,1,0
5637,1,2,0,1,0
5639,1,2,0,1,0
5641,1,2,0,1,0
5643,1,2,0,1,0
5645,1,2,0,1,0
5647,1,2,0,1,0
5649,1,2,0,1,0
5651,1,2,0,1,0
5653,1,2,0,1,0
5655,1,2,0,1,0
5657,1,2,0,1,0
5659,1,2,0,1,0
5661,1,2,0,1,0
5663,1,2,0,1,0
5665,1,2,0,1,0
5667,1,2,0,1,0
5669,1,2,0,1,0
5671,1,2,0,1,0
5673,1,2,0,1,0
5675,1,2,0,1,0
5677,1,2,0,1,0
5679,1,2,0,1,0
5681,1,2,0,1,0
5683,1,2,0,1,0
5685,1,2,0,1,0
5687,1,1,0,1,0
5689,1,1,0,1,0
5691,1,1,0,1,0
5693,1,1,0,1,0
5695,1,1,0,1,0
5697,1,1,0,1,0
5699,1,2,0,1,0
5701,1,2,0,1,0
5703,1,2,0,1,0
5705,1,1,0,1,0
5707,1,1,0,1,0
5709,1,1,0,1,0
5711,1,2,0,1,0
5713,1,2,0,1,0
5715,1,2,0,1,0
5717,1,2,0,1,0
5719,1,1,0,1,0
5721,1,2,0,1,0
5723,1,2,0,1,0
5725,1,2,0,1,0
5727,1,2,0,1,0
5729,1,1,0,1,0
5731,1,1,0,1,0
5733,1,1,0,1,0
5735,1,1,0,1,0
5737,1,1,0,1,0
5739,1,1,0,1,0
5741,1,1,0,1,0
5743,1,1,0,1,0
5745,1,1,0,1,0
5747,1,1,0,1,0
5749,1,1,0,1,0
5751,1,2,0,1,0
5753,1,1,0,1,0
5755,1,1,0,1,0
5757,1,1,0,1,0
5759,1,1,0,1,0
5761,0,1,0,1,0
5763,0,1,0,1,0
5765,0,1,0,1,0
5767,0,1,0,1,0
5769,0,1,0,1,0
5771,0,1,0,1,0
5773,0,1,0,1,0
5775,0,1,0,1,0
5777,0,1,0,1,0
5779,0,1,0,1,0
5781,0,1,0,1,0
5783,0,1,0,1,0
5785,0,1,0,1,0
5787,0,1,0,1,0
5789,0,1,0,1,0
5791,0,1,0,1,0
5793,0,1,0,1,0
5795,0,1,0,1,0
5797,0,1,0,1,0
5799,0,1,0,1,0
5801,0,1,0,1,0
5803,0,1,0,1,0
5805,0,1,0,1,0
5807,0,1,0,1,0
5809,0,1,0,1,0
5811,0,1,0,1,0
5813,0,1,0,1,0
5815,0,1,0,1,0
5817,0,1,0,1,0
5819,0,1,0,1,0
5821,0,1,0,1,0
5823,0,1,0,1,0
5825,0,1,0,1,0
5827,0,1,0,1,0
5829,0,1,0,1,0
5831,0,1,0,1,0
5833,0,1,0,1,0
5835,0,1,0,1,0
5837,0,1,0,1,0
5839,0,1,0,1,0
5841,0,1,0,1,0
5843,0,1,0,1,0
5845,0,1,0,1,0
5847,0,1,0,1,0
5849,0,1,0,1,0
5851,0,1,0,1,0
5853,0,1,0,1,0
5855,0,1,0,1,0
5857,0,1,0,1,0
5859,0,1,0,1,0
5861,0,1,0,1,0
5863,0,1,0,1,0
5865,0,1,0,1,0
5867,0,1,0,1,0
5869,0,1,0,1,0
5871,0,1,0,1,0
5873,0,1,0,1,0
5875,0,1,0,1,0
5877,0,1,0,1,0
5879,0,1,0,1,0
5881,0,1,0,1,0
5883,0,1,0,1,0
5885,0,1,0,1,0
5887,0,1,0,1,0
5889,0,1,0,1,0
5891,0,1,0,1,0
5893,0,1,0,1,0
5895,0,1,0,1,0
5897,0,1,0,1,0
5899,0,1,0,1,0
5901,0,1,0,1,0
5903,0,1,0,1,0
5905,0,1,0,1,0
5907,0,1,0,1,0
5909,0,1,0,1,0
5911,0,1,0,1,0
5913,0,1,0,1,0
5915,0,1,0,1,0
5917,0,1,0,1,0
5919,0,1,0,1,0
5921,0,1,0,1,0
5923,0,1,0,1,0
5925,0,1,0,1,0
5927,0,1,0,1,0
5929,0,1,0,1,0
5931,0,1,0,1,0
5933,0,1,0,1,0
5935,0,1,0,1,0
5937,0,1,0,1,0
5939,0,1,0,1,0
5941,0,1,0,1,0
5943,0,1,0,1,0
5945,0,1,0,1,0
5947,0,1,0,1,0
5949,0,1,0,1,0
5951,0,1,0,1,0
5953,0,1,0,1,0
5955,0,1,0,1,0
5957,0,1,0,1,0
5959,0,1,0,1,0
5961,0,1,0,1,0
5963,0,1,0,1,0
5965,0,1,0,1,0
5967,0,1,0,1,0
5969,0,1,0,1,0
5971,0,1,0,1,0
5973,0,1,0,1,0
5975,0,1,0,1,0
5977,0,1,0,1,0
5979,0,1,0,1,0
5981,0,1,0,1,0
5983,0,1,0,1,0
5985,0,1,0,1,0
5987,0,1,0,1,0
5989,0,1,0,1,0
5991,0,1,0,1,0
5993,0,1,0,1,0
5995,0,1,0,1,0
5997,0,1,0,1,0
5999,0,1,0,1,0
6001,0,1,0,1,0
6003,0,1,0,1,0
6005,0,1,0,1,0
6007,0,1,0,1,0
6009,0,1,0,1,0
6011,0,1,0,1,0
6013,0,1,0,1,0
6015,0,1,0,1,0
6017,0,1,0,1,0
6019,0,1,0,1,0
6021,0,1,0,1,0
6023,0,1,0,1,0
6025,0,1,0,1,0
6027,0,1,0,1,0
6029,0,2,0,1,0
6031,0,2,0,1,0
6033,0,2,0,1,0
6035,0,2,0,1,0
6037,0,2,0,1,0
6039,0,2,0,1,0
6041,0,2,0,1,0
6043,0,2,0,1,0
6045,0,2,0,1,0
6047,0,2,0,1,0
6049,0,2,0,1,0
6051,0,1,0,1,0
6053,0,1,0,1,0
6055,0,1,0,1,0
6057,0,1,0,1,0
6059,0,1,0,1,0
6061,0,1,0,1,0
6063,0,2,0,1,0
6065,0,2,0,1,0
6067,0,2,0,1,0
6069,0,2,0,1,0
6071,0,2,0,1,0
6073,0,2,0,1,0
6075,0,2,0,1,0
6077,0,2,0,1,0
6079,0,2,0,1,0
6081,0,2,0,1,0
6083,0,2,0,1,0
6085,0,2,0,1,0
6087,0,2,0,1,0
6089,0,1,0,1,0
6091,0,1,0,1,0
6093,0,1,0,1,0
6095,0,1,0,1,0
6097,0,1,0,1,0
6099,0,1,0,1,0
6101,0,1,0,1,0
6103,0,1,0,1,0
6105,0,1,0,1,0
6107,0,1,0,1,0
6109,0,1,0,1,0
6111,0,1,0,1,0
6113,0,2,0,1,0
6115,0,2,0,1,0
6117,0,1,0,1,0
6119,0,1,0,1,0
6121,0,1,0,1,0
6123,0,1,0,1,0
6125,0,1,0,1,0
6127,0,2,0,1,0
6129,0,2,0,1,0
6131,0,2,0,1,0
6133,0,2,0,1,0
6135,0,2,0,1,0
6137,0,2,0,1,0
6139,0,2,0,1,0
6141,0,2,0,1,0
6143,0,2,0,1,0
6145,0,2,0,1,0
6147,0,2,0,1,0
6149,0,2,0,1,0
6151,0,2,0,1,0
6153,0,2,0,1,0
6155,0,2,0,1,0
6157,0,2,0,1,0
6159,0,2,0,1,0
6161,0,2,0,1,0
6163,0,2,0,1,0
6165,0,2,0,1,0
6167,0,2,0,1,0
6169,0,2,0,1,0
6171,0,2,0,1,0
6173,0,2,0,1,0
6175,0,2,0,1,0
6177,0,2,0,1,0
6179,0,2,0,1,0
6181,0,2,0,1,0
6183,0,2,0,1,0
6185,0,2,0,1,0
6187,0,2,0,1,0
6189,0,2,0,1,0
6191,0,2,0,1,0
6193,0,2,0,1,0
6195,0,2,0,1,0
6197,0,2,0,1,0
6199,0,2,0,1,0
6201,0,2,0,1,0
6203,0,2,0,1,0
6205,0,2,0,1,0
6207,0,2,0,1,0
6209,0,2,0,1,0
6211,0,2,0,1,0
6213,0,2,0,1,0
6215,0,2,0,1,0
6217,0,2,0,1,0
6219,0,2,0,1,0
6221,0,2,0,1,0
6223,0,2,0,1,0
6225,0,2,0,1,0
6227,0,2,0,1,0
6229,0,2,0,1,0
6231,0,2,0,1,0
6233,0,2,0,1,0
6235,0,2,0,1,0
6237,0,2,0,1,0
6239,0,2,0,1,0
6241,0,2,0,1,0
6243,0,2,0,1,0
6245,0,2,0,1,0
6247,0,2,0,1,0
6249,0,2,0,1,0
6251,0,2,0,1,0
6253,0,2,0,1,0
6255,0,2,0,1,0
6257,0,2,0,1,0
6259,0,2,0,1,0
6261,0,2,0,1,0
6263,0,2,0,1,0
6265,0,2,0,1,0
6267,0,2,0,1,0
6269,0,2,0,1,0
6271,0,2,0,1,0
6273,0,2,0,1,0
6275,0,2,0,1,0
6277,0,2,0,1,0
6279,0,2,0,1,0
6281,0,2,0,1,0
6283,0,2,0,1,0
6285,0,2,0,1,0
6287,0,2,0,1,0
6289,0,2,0,1,0
6291,0,2,0,1,0
6293,0,2,0,1,0
6295,0,2,0,1,0
6297,0,2,0,1,0
6299,0,2,0,1,0
6301,0,2,0,1,0
6303,0,2,0,1,0
6305,0,2,0,1,0
6307,0,2,0,1,0
6309,0,2,0,1,0
6311,0,2,0,1,0
6313,0,2,0,1,0
6315,0,2,0,1,0
6317,0,2,0,1,0
6319,0,2,0,1,0
6321,0,2,0,1,0
6323,0,2,0,1,0
6325,0,2,0,1,0
6327,0,2,0,1,0
6329,0,2,0,1,0
6331,0,2,0,1,0
6333,0,2,0,1,0
6335,0,2,0,1,0
6337,0,2,0,1,0
6339,0,2,0,1,0
6341,0,2,0,1,0
6343,0,2,0,1,0
6345,0,2,0,1,0
6347,0,2,0,1,0
6349,0,2,0,1,0
6351,0,2,0,1,0
6353,0,2,0,1,0
6355,0,2,0,1,0
6357,1,2,0,1,0
6359,1,2,0,1,0
6361,1,2,0,1,0
6363,1,2,0,1,0
6365,1,2,0,1,0
6367,1,2,0,1,0
6369,1,2,0,1,0
6371,1,2,0,1,0
6373,1,2,0,1,0
6375,1,2,0,1,0
6377,1,2,0,1,0
6379,1,2,0,1,0
6381,1,2,0,1,0
6383,1,2,0,1,0
6385,1,2,0,1,0
6387,1,2,0,1,0
6389,1,2,0,1,0
6391,1,1,0,1,0
6393,1,1,0,1,0
6395,1,1,0,1,0
6397,1,1,0,1,0
6399,1,1,0,1,0
6401,1,1,0,1,0
6403,1,1,0,1,0
6405,1,1,0,1,0
6407,1,1,0,1,0
6409,1,1,0,1,0
6411,1,1,0,1,0
6413,1,1,0,1,0
6415,1,1,0,1,0
6417,1,1,0,1,0
6419,1,1,0,1,0
6421,1,1,0,0,0
6423,1,1,0,0,0
6425,1,1,0,0,0
6427,1,1,0,0,0
6429,1,1,0,0,0
6431,1,1,0,0,0
6433,1,1,0,0,0
6435,1,1,0,0,0
6437,1,1,0,0,0
6439,1,1,0,0,0
6441,1,1,0,0,0
6443,1,1,0,0,0
6445,1,1,0,0,0
6447,1,1,0,0,0
6449,1,1,0,0,0
6451,1,1,0,0,0
6453,1,1,0,0,0
6455,1,1,0,0,0
6457,1,1,0,0,0
6459,1,1,0,0,0
6461,1,1,0,0,0
6463,1,1,0,0,0
6465,1,1,0,0,0
6467,1,1,0,0,0
6469,1,1,0,0,0
6471,1,1,0,0,0
6473,1,1,0,0,0
6475,1,1,0,0,0
6477,1,1,0,0,0
6479,1,1,0,0,0
6481,1,1,0,0,0
6483,1,1,0,0,0
